ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
85650,31657,1,Strupczewskip,24,989073770,Manager,52462.42,4315.868333333333,4,3,16,3,"student loan,home equity loan,student loan",11,11,9.87,3,Standard,778.66,36.0506066,241,Yes,79.05169510067955,52.71109016959549,High_spent_Medium_value_payments,549.8240480630582,Standard
85662,45066,1,Maytaalm,41,977996354,Accountant,172778.16,14626.18,2,3,3,3,"payday loan,home equity loan,mortgage loan",4,15,6.53,1,Good,1231.19,30.48828242696551,362,No,360.6746759210409,99.99794089,High_spent_Large_value_payments,760.1585531433582,Standard
85674,13406,1,Ferris-Rotmanl,36,6815590,Manager,83265.72,6899.81,7,8,30,6,"student loan,credit-builder loan,student loan,auto loan,credit-builder loan,auto loan",40,16,3.46,8,Bad,2224.91,32.455804151743415,67,Yes,296.6094941637514,46.09221263507352,Low_spent_Medium_value_payments,543.3713764577352,Poor
85686,17135,1,Marc Jonesb,27,661180432,Lawyer,18385.23,1413.1025,9,10,34,9,"payday loan,personal loan,mortgage loan,payday loan,personal loan,auto loan,home equity loan,auto loan,credit-builder loan",60,15,18.94,9,Bad,3720.45,30.203950851970934,151,Yes,83.69761902461535,33.11489417677804,High_spent_Small_value_payments,284.49773679860664,Standard
85698,30365,1,McLaughline,34,971251936,Writer,42366,3340.5,9,10,27,8,"student loan,credit-builder loan,debt consolidation loan,not specified,personal loan,payday loan,payday loan,debt consolidation loan",23,19,2.75,7,Bad,1603.52,36.65655942119787,188,Yes,254.17841818343783,22.69505373334869,High_spent_Medium_value_payments,214.14678366640211,Poor
85710,13891,1,Melanie Burtonk,18,580772584,Mechanic,46230.26,3579.521666666667,8,3,11,1,student loan,23,17,10.76,6,Standard,260.98,29.27797857,94,NM,34.425286675623546,36.18561099172484,High_spent_Medium_value_payments,430.3123105,Standard
85734,43737,1,Supantha Mukherjeex,14,910004345,Mechanic,8555.32,702.9433333333333,9,9,24,4,"payday loan,payday loan,auto loan,auto loan",61,20,10.93,7,Standard,2457.42,30.524887206166863,135,Yes,24.97084388735336,0,High_spent_Medium_value_payments,283.6994578530687,Poor
85758,50860,1,Pav Jordank,37,57646271,Engineer,35185.56,2962.13,6,4,14,3,"mortgage loan,home equity loan,credit-builder loan",8,10,7.14,0,Standard,379.47,31.62952308068885,247,No,83.27806424741246,66.17914670442761,Low_spent_Large_value_payments,273.9068390369692,Standard
85770,14409,1,Louiset,28,599598932,Engineer,30695.12,2610.9266666666667,2,5,9,4,"personal loan,home equity loan,personal loan,student loan",4,0,6.43,1,Good,437.39,24.22344242014907,276,No,64.74861622071981,48.44589544146604,Low_spent_Small_value_payments,213.5448223,Good
85782,18116,1,Sudipl,25,570100256,Manager,61102.78,4823.8983333333335,7,5,14,4,"credit-builder loan,mortgage loan,debt consolidation loan,debt consolidation loan",27,10,7.11,4,Standard,432.45,39.38522849,368,NM,189.8000912,70.56797096065574,High_spent_Medium_value_payments,450.83950166822825,Standard
85794,41763,1,Robin Emmottv,54,587605963,Architect,23667.29,2082.274166666667,7,6,8,3,"not specified,debt consolidation loan,home equity loan",28,14,13.46,3,Standard,1202.43,36.42405056015906,235,Yes,53.02313960734024,29.82343881766794,Low_spent_Large_value_payments,357.1023614674248,Standard
85806,2508,1,Angelaf,42,138029904,Doctor,40290.47,3617.539166666667,5,5,5,4,"home equity loan,payday loan,debt consolidation loan,debt consolidation loan",12,9,3.93,3,Good,337.75,24.60646447,249,No,74.08758399689567,49.94757173,Low_spent_Small_value_payments,146.90704800585738,Poor
85818,25567,1,Katharina Bartw,25,31174326,Developer,44447.88,3999.99,7,5,30,5,"credit-builder loan,student loan,not specified,mortgage loan,personal loan",21,22,19.48,8,Bad,3781.47,30.15229740002402,65,NM,107.60529068800967,49.88872129,High_spent_Medium_value_payments,448.1310185595112,Standard
85830,45119,1,Alexei Oreskovicb,44,389897954,Accountant,17963.45,1328.9541666666669,6,7,17,2,"personal loan,not specified",61,15,8.75,10,Bad,2052.02,37.28628491401784,81,Yes,23.01331426191241,58.93944312,Low_spent_Small_value_payments,330.7754508546912,Poor
85842,1968,1,Clara Ferreira-Marquesr,27,992163962,Scientist,57626.34,4906.733879333267,3,5,4,3,"not specified,payday loan,auto loan",5,3,2.93,1,Good,85.85,38.08828288854305,275,NM,111.37926085038076,59.20745718821925,High_spent_Small_value_payments,524.8726728861844,Good
85890,48843,1,Laessingk,28,52294200,Journalist,8514.715,525.5595833333333,10,7,22,6,"auto loan,student loan,mortgage loan,student loan,payday loan,student loan",16,19,23.04,8,Bad,4403.86,24.67177482633158,105,Yes,21.48330723081389,12.712198893579972,Low_spent_Small_value_payments,289.09630089549245,Standard
85902,46003,1,Suoninenm,18,704292598,Accountant,68893.59,5989.1325,3,7,2,4,"mortgage loan,personal loan,not specified,credit-builder loan",17,12,6.529999999999999,3,Good,1054.24,39.27441966936613,297,No,147.37002782681262,51.11455493114815,High_spent_Medium_value_payments,595.0102069828768,Good
85914,11209,1,Nateb,42,73135403,Engineer,37819.13,3185.5941666666663,0,3,1,4,"mortgage loan,mortgage loan,payday loan,payday loan",9,2,12.63,1,Good,754.73,23.68851626972472,325,No,79.44872834098895,37.619207534237695,Low_spent_Small_value_payments,434.8729772740072,Poor
85938,32822,1,Nathan Laynei,46,102568758,Entrepreneur,78984.46,6360.038333333334,4,2,8,1,mortgage loan,7,9,14.15,4,Good,322.42,35.220593046142525,188,No,50.09499242108427,123.70119113522505,High_spent_Medium_value_payments,583.1095335972136,Good
85950,49245,1,Ingridp,18,172244809,Lawyer,9531.25,594.2708333333334,8,10,22,8,"personal loan,not specified,home equity loan,credit-builder loan,debt consolidation loan,auto loan,not specified,credit-builder loan",18,21,4.99,9,Bad,4870.95,29.547573493915905,35,Yes,40.472251628510925,16.498723363267924,High_spent_Small_value_payments,244.66813180567848,Standard
85962,3043,1,Ingrassian,30,74224935,Lawyer,20730.15,1661.5125,6,5,27,5,"personal loan,not specified,mortgage loan,home equity loan,payday loan",56,25,2.75,11,Bad,2361.69,36.77100344132077,81,Yes,48.15580145863564,15.565373853498686,High_spent_Medium_value_payments,346.3774383587226,Poor
85986,9976,1,Luciana Lopezi,25,745835485,Engineer,29374.77,2377.8975,3,7,6,2,"student loan,payday loan",23,12,22.65,7,Standard,1189.37,29.77727528953689,236,Yes,40.26407406013254,22.234178132415924,Low_spent_Large_value_payments,257.82580678724213,Standard
85998,7918,1,Gardnerp,33,513081791,Teacher,115649.52,9400.46,5,5,9,2,"payday loan,home equity loan",8,5,10.46,4,Good,641.04,38.09582639316246,241,No,104.619466,89.72622143004006,High_spent_Large_value_payments,902.6550731890716,Standard
86022,29859,1,Hilaryy,19,630807645,Developer,30936.69,2416.0575,4,5,17,1,auto loan,11,10,19.18,8,Standard,785.88,31.03028001996509,390,Yes,21.485555424863183,121.64782174832445,Low_spent_Large_value_payments,308.1938458802141,Standard
86034,18763,1,rian Wintere,15,710986480,Engineer,8984.62,575.7183333333334,8,4,18,7,"auto loan,personal loan,auto loan,credit-builder loan,student loan,personal loan,credit-builder loan",15,8,14.27,6,Standard,720.17,34.86068292524253,194,Yes,31.08619500314969,23.19172357622313,High_spent_Small_value_payments,256.4324787415925,Standard
86058,12900,1,Rodrigog,48,215891175,Musician,20662.84,1663.9033333333334,3,3,5,4,"not specified,not specified,home equity loan,mortgage loan",16,12,7.23,3,Standard,699.36,40.74912849177983,215,No,39.90889439441064,29.59270718584912,High_spent_Medium_value_payments,346.88873175307367,Standard
86070,32707,1,Mincerj,19,733716520,Teacher,139144.84,11572.403333333335,2,4,11,3,"student loan,personal loan,home equity loan",13,3,1.76,3,Good,715.98,26.32717815,298,No,323.1234838791985,143.19578754531068,High_spent_Large_value_payments,930.9210619088244,Good
86082,5019,1,Chen Aizhuk,45,346995140,Scientist,29313.3,2151.775,4,5,1,3,"credit-builder loan,home equity loan,not specified",3,1,5.95,7,Good,341.96,30.34219033399137,382,No,52.21702036238042,44.24560051778693,Low_spent_Small_value_payments,346.9441532322673,Good
86094,31480,1,Nishant Kumaru,39,751113630,Manager,33891.6,3122.3,8,10,24,6,"mortgage loan,debt consolidation loan,credit-builder loan,mortgage loan,home equity loan,debt consolidation loan",36,19,28.46,8,Bad,3829.12,37.578798373849466,139,NM,85.64964244438245,80.42240176925833,Low_spent_Medium_value_payments,226.7771689,Standard
86106,38132,1,Claree,31,92791687,Mechanic,40196.9,3390.741666666667,2,5,7,1,home equity loan,0,12,8.07,0,Good,613.9,40.63812588,233,No,20.998535785316392,44.63932690264467,High_spent_Large_value_payments,516.3531501503487,Good
86130,2091,1,Bakerc,34,468433883,Architect,16784.74,1133.7283333333337,7,10,23,5,"not specified,home equity loan,payday loan,payday loan,debt consolidation loan",47,15,29.57,11,Bad,4174.75,29.82626356103073,33,Yes,58.56580811,29.33321228030478,Low_spent_Medium_value_payments,270.5478876928067,Standard
86154,5490,1,Martin Pettys,39,31163010,Engineer,83384.2,7080.6833333333325,3,9,24,3,"student loan,debt consolidation loan,personal loan",27,11,15.14,9,Standard,2613.85,40.352761637384354,143,Yes,112.01041472425284,95.34838889915774,High_spent_Medium_value_payments,673.2569325252604,Poor
86166,4801,1,Michelek,48,902447100,Manager,85760.85,7172.7375,2,6,5,4,"student loan,home equity loan,home equity loan,credit-builder loan",17,3,10.92,1,Good,695.2,32.06963631598094,368,No,171.43019791284397,69.42036150789373,Low_spent_Medium_value_payments,312.5896767679675,Standard
86178,35470,1,Yereth Rosend,34,988176117,Lawyer,80661.32,6551.776666666668,5,4,30,4,"debt consolidation loan,not specified,credit-builder loan,not specified",10,17,9.58,5,Standard,1482.15,35.4499938,87,NM,135.56247407463508,80.21733034,High_spent_Medium_value_payments,541.8463553679109,Poor
86190,40991,1,Aquinov,30,674354435,Mechanic,79657,6610.083333333332,7,10,31,9,"auto loan,payday loan,payday loan,payday loan,student loan,auto loan,student loan,credit-builder loan,payday loan",22,17,17.42,12,Bad,3189,24.567903966589984,43,Yes,390.8177212431073,113.89231839201608,High_spent_Medium_value_payments,407.8462997347895,Poor
86202,8774,1,Michaell,18,869974157,Media_Manager,79708.89,6593.4075,4,5,17,2,"home equity loan,student loan",24,20,4.01,4,Standard,1262.12,39.93206002224275,334,Yes,125.39965851243338,73.03470902088442,High_spent_Large_value_payments,681.8482893,Standard
86214,46167,1,Emily Flitteru,19,505829232,Entrepreneur,14363.23,1156.9358333333332,9,6,32,5,"student loan,payday loan,debt consolidation loan,payday loan,home equity loan",33,16,23.95,10,Bad,2802.45,26.567448553149475,14,Yes,53.600350818955576,24.162075153245425,Low_spent_Small_value_payments,261.05564329434424,Standard
86226,24817,1,Emeliay,24,199664993,Lawyer,16479.14,1077.2616666666663,7,6,15,2,"debt consolidation loan,debt consolidation loan",32,19,19.58,12,Bad,2089.58,38.040991139080205,151,Yes,20.096239037404708,17.396343095702722,High_spent_Medium_value_payments,297.51756807276456,Poor
86238,17126,1,Angela Moons,29,811317920,Manager,25389.26,1954.7716666666663,5,3,6,3,"home equity loan,home equity loan,payday loan",16,12,12.82,0,Standard,242.65,37.52098674208351,370,Yes,60.30343390867149,17.88511817753845,Low_spent_Large_value_payments,348.4821831700133,Standard
86262,27123,1,Harryh,21,297204230,Engineer,46841.92,3734.493333333333,3,4,13,4,"student loan,debt consolidation loan,personal loan,payday loan",21,21,18.32,4,Standard,1483.22,35.14312010030351,62,Yes,149.39035924729075,28.224000174500485,Low_spent_Small_value_payments,356.5484181,Standard
86274,33983,1,Jonathan Stempeli,34,561988315,Musician,19433.48,1682.456666666667,6,7,33,6,"debt consolidation loan,debt consolidation loan,payday loan,home equity loan,payday loan,credit-builder loan",34,17,22.15,8,Bad,3596.69,38.89961921351747,79,Yes,71.31558128827345,20.43953702189109,High_spent_Medium_value_payments,326.49054835650213,Poor
86286,11089,1,Kelvinq,25,670394075,Writer,47456.32,4007.693333333333,7,3,10,4,"credit-builder loan,not specified,not specified,auto loan",11,17,6.17,0,Standard,45.94,40.45854902850847,236,Yes,112.73366717924436,45.482440438701175,High_spent_Small_value_payments,329.5275741559776,Standard
86310,39409,1,Laurenf,26,983662995,Architect,30976.75,2864.395833333333,8,3,1,1,auto loan,5,8,7.69,0,Good,267.22,26.116367987379423,307,No,23.81773147655466,36.646942814673466,High_spent_Small_value_payments,436.4975849015144,Poor
86322,35608,1,Danielj,40,249638554,Writer,61043.61,5052.9675,9,5,30,6,"auto loan,credit-builder loan,payday loan,debt consolidation loan,payday loan,student loan",51,15,27.17,12,Bad,2653.72,24.95082546342587,111,Yes,235.4503798297704,68.20171246168574,High_spent_Small_value_payments,239.2541526764876,Poor
86358,21147,1,Katem,31,222817309,Developer,43900.02,3548.3350000000005,8,8,30,4,"student loan,home equity loan,payday loan,home equity loan",15,16,17.4,15,Standard,2597.2,24.65398488109425,185,Yes,111.51960804411614,72.22179757721976,Low_spent_Small_value_payments,374.7992129282681,Poor
86370,14446,1,Shirbonh,22,610241396,Scientist,17399.43,1485.9525,8,9,21,2,"mortgage loan,debt consolidation loan",19,25,16.03,10,Bad,1444.19,32.75899451179205,70,Yes,27.103287048595227,41.06608519914658,Low_spent_Medium_value_payments,339.2149552623586,Standard
86382,7596,1,Dhanya Skariachanr,28,235358527,Mechanic,72886.08,5805.84,8,9,30,9,"credit-builder loan,student loan,home equity loan,home equity loan,auto loan,credit-builder loan,auto loan,home equity loan,home equity loan",61,20,18.19,9,Bad,3839.64,33.59930130318006,88,Yes,331.71951010181215,46.73719934492616,High_spent_Medium_value_payments,276.4043895469036,Standard
86394,42818,1,Grahamn,27,143371481,Accountant,16474.49,1165.8741666666667,8,3,23,5,"home equity loan,credit-builder loan,personal loan,student loan,debt consolidation loan",6,10,15.36,10,Standard,1538.62,28.77387995620576,211,NM,68.4496453,27.095661285527765,Low_spent_Small_value_payments,278.0732153398161,Poor
86406,43052,1,Eva Kuehnenm,21,752162968,Media_Manager,25838.55,2163.2125,4,3,15,1,credit-builder loan,26,15,13.73,2,Standard,6.41,26.40730329148652,290,NM,21.34436196082464,97.32008414431807,Low_spent_Large_value_payments,292.4136922304408,Standard
86418,41438,1,Antonellap,32,285302522,Teacher,9662.195,885.1829166666665,6,7,6,5,"home equity loan,debt consolidation loan,personal loan,home equity loan,payday loan",9,14,12.25,8,Standard,656.57,34.852411463984176,148,Yes,29.54006209286787,16.285196104142553,High_spent_Medium_value_payments,283.6945942920422,Standard
86430,31231,1,Michael Szabov,38,885500108,Mechanic,11850.985,930.5820833333332,7,7,16,4,"auto loan,credit-builder loan,home equity loan,credit-builder loan",10,10,2.36,0,Standard,818.71,26.17032345600241,346,Yes,23.99855953914333,16.676423078291098,Low_spent_Large_value_payments,259.1257291392932,Standard
86442,1013,1,Natalie Thomasp,30,335624040,Mechanic,30022.71,2684.8925,3,7,6,4,"home equity loan,mortgage loan,not specified,personal loan",9,2,3.06,1,Good,1071.33,32.956810526450056,311,No,62.22228530782847,53.34228236180248,High_spent_Small_value_payments,301.30428551293494,Standard
86490,22053,1,er Ingridi,35,859745676,Musician,125155.2,10231.6,1,4,9,3,"student loan,auto loan,mortgage loan",21,11,10.7,1,Good,50.83,28.69837680817825,311,No,169.62722750981052,109.2017005357574,Low_spent_Small_value_payments,770.4989635229385,Poor
86502,47764,1,Annikav,42,607982198,Entrepreneur,18675.65,1548.3041666666668,3,6,18,2,"payday loan,not specified",8,18,11.52,7,Standard,1352.15,25.72120195,94,Yes,16.528702751280758,71.16477672747828,Low_spent_Small_value_payments,254.30203425679755,Standard
86514,17504,1,Daveyx,54,909641351,Accountant,14566.335,1105.86125,4,5,7,3,"personal loan,auto loan,auto loan",18,15,6.22,3,Good,765.44,36.461231500951655,363,No,19.082334556055624,15.596603996165276,Low_spent_Small_value_payments,255.29734565827724,Good
86526,49331,1,Grantg,44,973120733,Scientist,15990.655,1244.5545833333333,7,3,17,5,"credit-builder loan,mortgage loan,student loan,student loan,credit-builder loan",8,18,18.85,8,Standard,1214.53,34.07067317484627,169,Yes,53.91846893142056,26.502990347770552,Low_spent_Small_value_payments,279.6837183154413,Standard
86538,50223,1,Harrod,15,648384326,Architect,7160.96,511.7466666666666,7,10,28,7,"student loan,credit-builder loan,home equity loan,auto loan,credit-builder loan,personal loan,auto loan",44,15,3.2,12,Bad,2372.51,39.36871937484972,111,Yes,66.40999880665936,0,Low_spent_Small_value_payments,265.6025140029036,Poor
86550,4931,1,Aubinm,21,443927114,Teacher,125280.36,10704.03,0,5,3,4,"debt consolidation loan,student loan,home equity loan,mortgage loan",5,5,11.69,0,Good,1388.43,28.495165518690605,261,No,305.7227762,145.34336201210874,High_spent_Small_value_payments,825.0491467,Good
86562,24664,1,Jonasl,38,159064178,Journalist,113085.87,9531.8225,4,4,11,1,auto loan,14,2,8.37,4,Good,240.56,28.13816801,356,No,81.10299285,121.12674918694393,High_spent_Large_value_payments,938.9348843063576,Poor
86598,7877,1,Jonathan Leffd,34,42685885,Accountant,36802.82,2426.5641683461404,4,3,7,1,not specified,12,15,6.06,2,Good,190.98,24.963163556893377,383,No,30.34551768918616,51.08621850688464,Low_spent_Small_value_payments,393.4526151402489,Good
86610,19177,1,Philip Pullellai,50,573661824,Scientist,121962.9,10055.575,0,4,11,3,"student loan,personal loan,mortgage loan",18,5,5.66,3,Good,339.01,32.121781557434666,368,No,182.09792085799057,93.04882060866474,High_spent_Large_value_payments,871.0415906932997,Good
86622,44590,1,Afanasievar,27,909466100,Developer,20043.26,1385.2716666666663,7,10,25,6,"not specified,home equity loan,credit-builder loan,debt consolidation loan,student loan,personal loan",27,21,26.86,8,Bad,3713.24,29.715820352154346,71,Yes,89.29738541734844,32.604661821135245,Low_spent_Large_value_payments,244.70664555442343,Standard
86634,6739,1,Petersono,37,425071650,Manager,28360.5,2086.375,8,5,14,2,"auto loan,auto loan",12,19,11.26,4,Standard,2404.64,32.694418528173514,167,Yes,45.17032541030501,41.26957712,Low_spent_Small_value_payments,225.9131574257468,Poor
86646,13244,1,Alison Griswoldl,42,955298226,Engineer,17468.19,1453.6825,10,6,25,3,"mortgage loan,home equity loan,mortgage loan",53,12,14.2,6,Standard,1495.9,30.98449527142889,131,Yes,23.267794352186765,31.912493175065432,High_spent_Medium_value_payments,349.3093847752192,Poor
86658,49135,1,Carrieb,47,245342752,Media_Manager,179078.28,15115.19,2,4,2,4,"payday loan,mortgage loan,mortgage loan,personal loan",7,10,5.26,2,Good,723.9,41.44218150196895,370,No,585.3831318,126.65774128656444,High_spent_Large_value_payments,1039.4781269148775,Poor
86718,17925,1,Graceg,25,592193205,Media_Manager,87314.67,7121.2225,5,2,9,2,"mortgage loan,not specified",15,3,4.72,1,Good,774.36,30.146768110432355,215,No,96.90847013537316,46.88035346742035,High_spent_Large_value_payments,700.3586945390925,Good
86730,1929,1,Mihir Dalala,45,59436499,Accountant,16372.12,1648.3433333333337,9,5,28,2,"credit-builder loan,credit-builder loan",33,20,7.76,9,Bad,2098.56,41.10855837165262,105,Yes,16.704234855262552,31.599880418896127,Low_spent_Small_value_payments,250.5742099445432,Poor
86742,38098,1,Langet,53,348693594,Scientist,21834.105,2071.50875,4,5,11,1,credit-builder loan,7,9,10.4,1,Good,1215.84,37.47865041525573,292,No,16.922557269222168,27.086781759299875,Low_spent_Medium_value_payments,260.32452791219873,Good
86754,38356,1,Chrisn,53,957804516,Entrepreneur,52205.88,4348.49,5,6,5,1,personal loan,29,14,9.36,4,Standard,203.33,34.97767188449229,337,Yes,40.58526111378557,30.89287335,Low_spent_Medium_value_payments,299.73067844027213,Standard
86766,47056,1,Angelax,37,668540278,Engineer,16449.27,1089.7725,8,6,20,2,"debt consolidation loan,not specified",16,15,19.86,4,Standard,1385.18,33.47715747253365,92,Yes,16.598134235774197,17.754174202000932,Low_spent_Large_value_payments,296.29208992893206,Standard
86790,43622,1,Freifelds,32,841062917,Architect,14995.29,1138.6075,7,5,28,5,"auto loan,payday loan,mortgage loan,payday loan,student loan",43,24,18.85,7,Bad,4593.28,33.15864081047286,35,Yes,60.53596371674296,20.308523722425036,Low_spent_Small_value_payments,279.2597675271928,Poor
86802,5479,1,Tetsushik,31,675441792,Entrepreneur,19363.33,1904.6108333333327,8,6,11,2,"credit-builder loan,home equity loan",12,17,18.31,6,Standard,111.66,35.18468741282496,167,NM,30.69393121665364,40.080137396713845,High_spent_Medium_value_payments,369.6870147199659,Standard
86814,39959,1,Turnerd,34,224396786,Entrepreneur,29655.22,2635.268333333333,6,10,31,9,"student loan,auto loan,credit-builder loan,debt consolidation loan,not specified,not specified,payday loan,payday loan,personal loan",31,19,6.45,11,Bad,1367.94,25.66744746954885,140,Yes,172.62843641810815,29.466328490810994,High_spent_Medium_value_payments,249.2675199487043,Poor
86826,28888,1,Martin Santad,40,379601712,Architect,116346.93,9814.5775,0,3,9,3,"home equity loan,payday loan,auto loan",3,8,6.23,1,Good,115.22,38.72775453786932,359,No,183.00131988340425,111.36093034711668,High_spent_Large_value_payments,828.3323901281842,Good
86862,40352,1,Katharinan,41,649812116,Accountant,15153.54,1108.795,8,5,26,6,"auto loan,home equity loan,personal loan,student loan,mortgage loan,debt consolidation loan",54,16,18.1,11,Bad,2660.07,27.03827705425255,101,Yes,61.79987176884573,44.43313857795555,Low_spent_Small_value_payments,248.91809313646135,Poor
86886,26419,1,Carlos Ruanol,43,287906751,Developer,14914.25,1510.854166666667,10,10,32,7,"home equity loan,credit-builder loan,home equity loan,not specified,student loan,credit-builder loan,payday loan",42,20,23.02,8,Bad,3313.55,24.558429656362105,117,Yes,67.51166302143089,40.31984571489895,High_spent_Small_value_payments,255.4340461117387,Standard
86910,47638,1,Lionel Laurentw,34,642839938,Teacher,44288.58,3390.715,10,5,16,8,"payday loan,credit-builder loan,student loan,personal loan,debt consolidation loan,personal loan,student loan,debt consolidation loan",32,20,4.9,11,Bad,1831.88,30.37852348413305,124,Yes,183.92849504518816,53.19832978039189,Low_spent_Small_value_payments,4.557246160962677,Poor
86946,4772,1,Thomas Ferraroz,23,694314893,Mechanic,78094.28,6755.856666666668,10,7,15,5,"personal loan,not specified,home equity loan,home equity loan,auto loan",62,16,6.92,8,Bad,1695.41,36.92876955803424,229,Yes,270.63980526897086,68.31523136363974,High_spent_Medium_value_payments,427.8312248690295,Poor
86958,50999,1,Simon Johnsong,46,87097867,Doctor,78676.32,6710.3600000000015,2,1,4,1,credit-builder loan,7,1,16.8,4,Good,1080.98,29.31920176309305,226,No,48.57797805613716,48.31736609,High_spent_Small_value_payments,700.6632046679596,Good
86994,35601,1,Sharpd,22,922082337,Entrepreneur,12837.245,837.7704166666667,8,4,10,3,"personal loan,payday loan,payday loan",16,8,4.34,0,Standard,1222.28,25.31937103741614,335,NM,21.24332548,21.28244473691596,Low_spent_Small_value_payments,253.1144643640136,Standard
87006,24239,1,eni,29,36328848,Journalist,76652.88,6627.740000000002,7,5,6,3,"personal loan,debt consolidation loan,not specified",7,8,6.99,0,Standard,847.66,33.199183446355875,211,Yes,145.37294017064252,82.94838064152907,High_spent_Large_value_payments,674.4526791878285,Standard
87018,28508,1,riai,29,150047002,Developer,41810.59,2907.136029442164,0,5,5,3,"not specified,mortgage loan,debt consolidation loan",13,5,0.62,4,Good,697.26,41.292827395478895,266,No,70.79723649066483,35.496803573625584,High_spent_Small_value_payments,418.09064,Good
87030,41037,1,Phill,40,756129488,Musician,19082.67,1495.2225,7,5,29,6,"mortgage loan,not specified,auto loan,student loan,personal loan,not specified",33,15,27.96,9,Bad,2769.02,36.57791342550506,39,Yes,66.6487034,21.05773706125787,Low_spent_Medium_value_payments,225.1594627650756,Standard
87042,3737,1,Moone,47,164903178,Mechanic,45461.54,3917.461666666666,6,3,5,2,"credit-builder loan,payday loan",23,8,10.38,2,Standard,647.24,24.61220136788341,194,No,69.31834886302312,36.05710453716622,Low_spent_Medium_value_payments,240.4787921910533,Standard
87066,50504,1,Robc,45,540774341,Mechanic,36154.22,3043.851666666667,8,9,32,6,"home equity loan,not specified,payday loan,personal loan,payday loan,student loan",61,19,25.31,9,Bad,4907.1,39.82330524433571,148,Yes,96.92283322908268,40.86700423009607,Low_spent_Large_value_payments,229.54346172699485,Poor
87090,11034,1,Grafft,39,300016032,Manager,21469.245,1809.10375,0,4,10,2,"not specified,auto loan",9,3,2.63,3,Good,909.93,28.550613747984272,344,No,33.394822737046056,22.990637975141123,High_spent_Large_value_payments,361.1283920845884,Poor
87102,32067,1,Noah Barkinl,38,971565281,Media_Manager,128349.75,10903.8125,0,5,9,2,"home equity loan,credit-builder loan",5,4,8.29,2,Good,226.21,41.51855185147019,247,No,201.2473387738229,110.63385747207172,High_spent_Medium_value_payments,977.4994666730888,Standard
87114,18239,1,Yukhananovb,53,977148386,Architect,20875.67,1536.6391666666666,5,3,10,4,"debt consolidation loan,personal loan,not specified,debt consolidation loan",7,16,1.49,1,Good,1363.29,36.961752724330815,262,No,38.072524934070174,52.81582034531748,Low_spent_Small_value_payments,249.38148922182413,Good
87126,39659,1,Benw,26,418295117,Entrepreneur,44620.48,3421.373333333333,7,4,10,1,payday loan,27,16,10.63,6,Standard,1280.87,37.909832714713616,340,Yes,31.53785549714662,43.620354355180886,High_spent_Medium_value_payments,444.9280535502076,Standard
87138,36740,1,Saphirf,27,709758028,Mechanic,35540.74,3232.728333333333,3,5,2,2,"not specified,home equity loan",6,0,9.45,1,Good,1148.21,25.23461899765252,377,No,52.41216561965096,42.189704146360896,Low_spent_Small_value_payments,188.48829793701145,Good
87150,1612,1,Ritsuko Andoi,34,569954551,Writer,63978.72,5065.56,7,7,17,4,"payday loan,mortgage loan,personal loan,not specified",20,8,11.49,7,Standard,947.31,29.01589620484924,373,Yes,182.4412170246094,78.75167926,Low_spent_Small_value_payments,264.23419885785063,Standard
87174,10643,1,Gregl,16,572750922,Accountant,30660.86,2848.0716666666667,10,7,32,6,"debt consolidation loan,payday loan,student loan,student loan,debt consolidation loan,debt consolidation loan",48,25,1.52,9,Bad,4733.81,24.27946789763937,47,Yes,139.23927269039544,46.179531441745866,Low_spent_Medium_value_payments,339.29165989862304,Poor
87186,37637,1,Saphirh,50,122999715,Entrepreneur,64871.14,5333.928333333333,5,5,5,2,"student loan,credit-builder loan",14,2,9.68,0,Good,34.3,39.19213813716984,280,No,73.22635345,96.85005009733266,Low_spent_Medium_value_payments,404.1959480361385,Good
87210,43163,1,Spiceru,19,701645974,Entrepreneur,43913.46,3684.455,10,10,21,6,"student loan,personal loan,personal loan,debt consolidation loan,mortgage loan,mortgage loan",46,18,17.5,9,Bad,4814.08,31.57965714800863,50,Yes,128.53640980124078,55.11170878810235,Low_spent_Large_value_payments,200.4820704801737,Standard
87222,23532,1,Cyrili,25,473709348,Writer,17164.13,1455.344166666667,8,7,30,4,"student loan,credit-builder loan,personal loan,student loan",46,12,20.44,9,Standard,2186.43,24.801603011320505,127,Yes,48.78797271009556,34.1418662,Low_spent_Small_value_payments,280.5909254136036,Poor
87234,12066,1,Archana Narayanang,23,151969989,Entrepreneur,170502.52,14489.543333333331,1,5,9,2,"payday loan,not specified",2,4,2.84,3,Good,334.62,38.47059772844367,295,No,190.4814722145373,153.81308606798183,High_spent_Large_value_payments,1145.745967040672,Standard
